Индекс,Город,Улица,Дом
,Пензенская обл. рп.Пачелма,ул.Кирова,д.2
,Пензенская обл. рп.Пачелма,ул.Подгорная,д.8Б
,Пензенская обл. г.о.г.Пенза г.Пенза,ул.Бородина,д.29 пом.1
,Пензенская обл. г.о.г.Пенза г.Пенза,ул.Германа Титова,д.16
,Пензенская обл. г.о.г.Пенза г.Пенза,ул.Зеленодольская,стр.60В
,Пензенская обл. г.о.г.Пенза г.Пенза,ул.Карпинского,д.37
,Пензенская обл. г.о.г.Пенза г.Пенза,ул.Кривозерье,стр.21Б
,Пензенская обл. г.о.г.Пенза г.Пенза,ул.Суворова,д.192А пом.2
,Пензенская обл. г.о.г.Пенза г.Пенза,ул.Терешковой,стр.1Б корп.1
,Пензенская обл. г.о.г.Пенза г.Пенза,ул.Урицкого,стр.135А
,Пензенская обл. г.Пенза,пр-кт Победы,д.113
,Пензенская обл. г.Пенза,пр-кт Победы,д.124
,Пензенская обл. г.Пенза,пр-кт Победы,д.138
,Пензенская обл. г.Пенза,пр-кт Победы,д.16
,Пензенская обл. г.Пенза,пр-кт Строителей,д.134А
,Пензенская обл. г.Пенза,пр-кт Строителей,д.38
,Пензенская обл. г.Пенза,пр-кт Строителей,д.74А
,Пензенская обл. г.Пенза,пр-кт Строителей,д.81А
,Пензенская обл. г.Пенза,проезд 1-й Онежский,д.4
,Пензенская обл. г.Пенза,ул.40 лет Октября,д.22А
,Пензенская обл. г.Пенза,ул.8 Марта,д.20А
,Пензенская обл. г.Пенза,ул.Антонова,д.9
,Пензенская обл. г.Пенза,ул.Бакунина,д.137
,Пензенская обл. г.Пенза,ул.Большая Бугровка,д.113
,Пензенская обл. г.Пенза,ул.Бородина,д.1
,Пензенская обл. г.Пенза,ул.Демьяна Бедного,д.2
,Пензенская обл. г.Пенза,ул.Калинина,д.63
,Пензенская обл. г.Пенза,ул.Калинина,д.9
,Пензенская обл. г.Пенза,ул.Калинина,д.97
,Пензенская обл. г.Пенза,Кижеватова,д.26
,Пензенская обл. г.Пенза,Кижеватова,д.7Б
,Пензенская обл. г.Пенза,ул.Клары Цеткин,д.13В
,Пензенская обл. г.Пенза,ул.Клары Цеткин,д.63
,Пензенская обл. г.Пенза,ул.Куйбышева,д.36
,Пензенская обл. г.Пенза,ул.Куприна,д.3
,Пензенская обл. г.Пенза,ул.Ладожская,д.109
,Пензенская обл. г.Пенза,ул.Ладожская,д.110
,Пензенская обл. г.Пенза,ул.Ладожская,д.31
,Пензенская обл. г.Пенза,ул.Ленина,д.16А
,Пензенская обл. г.Пенза,ул.Лядова,д.36
,Пензенская обл. г.Пенза,ул.Металлистов,д.4
,Пензенская обл. г.Пенза,ул.Минская,д.2
,Пензенская обл. г.Пенза,ул.Мира,д.69
,Пензенская обл. г.Пенза,ул.Московская,д.65А
,Пензенская обл. г.Пенза,ул.Ново-Черкасская,д.5
,Пензенская обл. г.Пенза,ул.Одесская,д.2Б
,Пензенская обл. г.Пенза,ул.Попова,д.3Г
,Пензенская обл. г.Пенза,ул.Пушкина,д.11
,Пензенская обл. г.Пенза,ул.Спартаковская,д.1
,Пензенская обл. г.Пенза,ул.Суворова,д.168А
,Пензенская обл. г.Пенза,ул.Терновского,д.23
,Пензенская обл. г.Пенза,ул.Тернопольская,д.18
,Пензенская обл. г.Пенза,ул.Ударная,д.43
,Пензенская обл. г.Пенза,ул.Ульяновская,д.44
,Пензенская обл. г.Пенза,ул.Фабричная,д.3
,Пензенская обл. г.Пенза,ул.Чаадаева,д.103
,Пензенская обл. г.Пенза,ул.Чапаева,д.79
,Пензенская обл. с.Поим,ул.Московская,д.56
,Пензенская обл. с.Русский Камешкир,ул.Радищева,д.2А
,Пензенская обл. г.Сердобск,ул.Гагарина,д.20
,Пензенская обл. г.Сердобск,ул.Ленина,д.220В
,Пензенская обл. г.Сердобск,ул.М.Горького,д.253
,Пензенская обл. г.Сердобск,ул.Чапаева,д.81/24
,Пензенская обл. п.Сосновоборск,ул.Ленина,д.2А
,Пензенская обл. рп Сосновоборск,ул.Сельхозтехника,д.16Б
,Пензенская обл. г.Спасск,ул.Ленина,д.49Д
,Пензенская обл. г.Спасск,ул.Ленина,д.98А
,Пензенская обл. с.Средняя Елюзань,ул.Вахитова,д.37
,Пензенская обл. рп.Сура,ул.Пролетарская,д.109
,Пензенская обл. пгт.Тамала,ул.Коммунистическая,д.22
,Пензенская обл. рп.Чаадаевка,ул.Ленина,д.28
,Пензенская обл. с.Чемодановка,ул.Генералова,д.79А
,Пензенская обл. рп.Шемышейка,ул.Дзержинского,д.1
,Пермский край р-н Бардымский с.Барда,ул.Ленина,д.35/2
,Пермский край г.о.г.Березники г.Березники,ул.Пятилетки,д.36
,Пермский край г.о.г.Губаха г.Губаха,пр-кт Ленина,д.44А
,Пермский край г.о.г.Губаха г.Губаха,пр-кт Ленина,д.51А
,Пермский край г.Оса,ул.М.Горького,д.67А
,Пермский край г.Оса,ул.Октябрьская,д.21
,Пермский край г.Оса,ул.Пугачева,д.16
,Пермский край г.о.Пермский г.Пермь,ул.Ленина,д.49
,Пермский край г.о.Пермский г.Пермь,ул.Маршала Рыбалко,д.38
,Пермский край г.о.Пермский г.Пермь,ул.Уинская,д.31
,Пермский край г.о.Пермский г.Пермь,ул.Чистопольская,д.16
,Пермский край г.Пермь,пр-кт Комсомольский,д.56
